25.Q2.5							
							
PmEvent Name	Compound Type	Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Type	Containing Oneof	Filters
CuCpNgInitialContextSetupResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgInitialContextSetupResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgInitialContextSetupResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgInitialContextSetupResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgInitialUeMessage	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgInitialUeMessage	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgInitialUeMessage	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgLocationReport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgLocationReport	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgLocationReport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgLocationReport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgLocationReport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgLocationReport	Guami	plmn_identity	1	Payload	bytes		
CuCpNgLocationReport	Guami	amf_region_id	2	Payload	int64		
CuCpNgLocationReport	Guami	amf_set_id	3	Payload	int64		
CuCpNgLocationReport	Guami	amf_pointer	4	Payload	int64		
CuCpNgLocationReportingControl	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgLocationReportingControl	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgLocationReportingControl	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgLocationReportingControl	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgLocationReportingControl	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgLocationReportingControl	Guami	plmn_identity	1	Payload	bytes		
CuCpNgLocationReportingControl	Guami	amf_region_id	2	Payload	int64		
CuCpNgLocationReportingControl	Guami	amf_set_id	3	Payload	int64		
CuCpNgLocationReportingControl	Guami	amf_pointer	4	Payload	int64		
CuCpNgLocationReportingFailureIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgLocationReportingFailureIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgLocationReportingFailureIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgLocationReportingFailureIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgLocationReportingFailureIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgLocationReportingFailureIndication	Guami	plmn_identity	1	Payload	bytes		
CuCpNgLocationReportingFailureIndication	Guami	amf_region_id	2	Payload	int64		
CuCpNgLocationReportingFailureIndication	Guami	amf_set_id	3	Payload	int64		
CuCpNgLocationReportingFailureIndication	Guami	amf_pointer	4	Payload	int64		
CuCpNgNasNonDeliveryIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgNasNonDeliveryIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgNasNonDeliveryIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgNasNonDeliveryIndication	Guami	plmn_identity	1	Payload	bytes		
CuCpNgNasNonDeliveryIndication	Guami	amf_region_id	2	Payload	int64		
CuCpNgNasNonDeliveryIndication	Guami	amf_set_id	3	Payload	int64		
CuCpNgNasNonDeliveryIndication	Guami	amf_pointer	4	Payload	int64		
CuCpNgNasNonDeliveryIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgNasNonDeliveryIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPaging	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPaging	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPaging	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPathSwitchRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPathSwitchRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPathSwitchRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPathSwitchRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgPathSwitchRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgPathSwitchRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgPathSwitchRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPathSwitchRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPathSwitchRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPathSwitchRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPathSwitchRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPathSwitchRequestAcknowledge	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequestAcknowledge	Guami	amf_region_id	2	Payload	int64		
CuCpNgPathSwitchRequestAcknowledge	Guami	amf_set_id	3	Payload	int64		
CuCpNgPathSwitchRequestAcknowledge	Guami	amf_pointer	4	Payload	int64		
CuCpNgPathSwitchRequestFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPathSwitchRequestFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPathSwitchRequestFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPathSwitchRequestFailure	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequestFailure	Guami	amf_region_id	2	Payload	int64		
CuCpNgPathSwitchRequestFailure	Guami	amf_set_id	3	Payload	int64		
CuCpNgPathSwitchRequestFailure	Guami	amf_pointer	4	Payload	int64		
CuCpNgPathSwitchRequestFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPathSwitchRequestFailure	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceModifyConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceModifyConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceModifyConfirm	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyConfirm	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyConfirm	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceModifyConfirm	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceModifyIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceModifyIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceModifyIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceModifyIndication	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyIndication	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyIndication	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceModifyIndication	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceModifyRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceModifyRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceModifyRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceModifyRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceModifyRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceModifyRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceModifyResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceModifyResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceModifyResponse	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyResponse	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceModifyResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceModifyResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceModifyResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceModifyResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceNotify	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceNotify	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceNotify	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceNotify	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceNotify	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceNotify	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceNotify	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceNotify	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceNotify	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceReleaseCommand	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceReleaseCommand	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceReleaseCommand	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceReleaseCommand	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceReleaseCommand	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceReleaseCommand	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceReleaseCommand	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceReleaseCommand	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceReleaseCommand	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceReleaseResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceReleaseResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceReleaseResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceReleaseResponse	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceReleaseResponse	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceReleaseResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceReleaseResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceReleaseResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceReleaseResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceSetupRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceSetupRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceSetupRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceSetupRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceSetupRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceSetupRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPduSessionResourceSetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPduSessionResourceSetupResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPduSessionResourceSetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPduSessionResourceSetupResponse	Guami	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceSetupResponse	Guami	amf_region_id	2	Payload	int64		
CuCpNgPduSessionResourceSetupResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgPduSessionResourceSetupResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgPduSessionResourceSetupResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgPduSessionResourceSetupResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgPwsCancelRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPwsCancelRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPwsCancelRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPwsCancelResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPwsCancelResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPwsCancelResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPwsFailureIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPwsFailureIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPwsFailureIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgPwsRestartIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgPwsRestartIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgPwsRestartIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgRanConfigurationUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgRanConfigurationUpdate	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgRanConfigurationUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgRanConfigurationUpdateAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgRanConfigurationUpdateAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgRanConfigurationUpdateAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgRanConfigurationUpdateFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgRanConfigurationUpdateFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgRanConfigurationUpdateFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgRerouteNasRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgRerouteNasRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgRerouteNasRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgReset	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgReset	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgReset	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgResetAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgResetAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgResetAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgSetupFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgSetupFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgSetupFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgSetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgSetupResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgSetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgTraceFailureIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgTraceFailureIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgTraceFailureIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgTraceFailureIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgTraceFailureIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgTraceFailureIndication	Guami	plmn_identity	1	Payload	bytes		
CuCpNgTraceFailureIndication	Guami	amf_region_id	2	Payload	int64		
CuCpNgTraceFailureIndication	Guami	amf_set_id	3	Payload	int64		
CuCpNgTraceFailureIndication	Guami	amf_pointer	4	Payload	int64		
CuCpNgTraceStart	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgTraceStart	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgTraceStart	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgTraceStart	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgTraceStart	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgTraceStart	Guami	plmn_identity	1	Payload	bytes		
CuCpNgTraceStart	Guami	amf_region_id	2	Payload	int64		
CuCpNgTraceStart	Guami	amf_set_id	3	Payload	int64		
CuCpNgTraceStart	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextModificationFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextModificationFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextModificationFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextModificationFailure	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationFailure	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextModificationFailure	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextModificationFailure	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextModificationFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationFailure	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeContextModificationRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextModificationRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextModificationRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextModificationRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextModificationRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextModificationRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextModificationRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeContextModificationResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextModificationResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextModificationResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextModificationResponse	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationResponse	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextModificationResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextModificationResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextModificationResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextModificationResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeContextReleaseCommand	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextReleaseCommand	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextReleaseCommand	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextReleaseCommand	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseCommand	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextReleaseCommand	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextReleaseCommand	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextReleaseCommand	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseCommand	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeContextReleaseComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextReleaseComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextReleaseComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextReleaseComplete	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseComplete	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextReleaseComplete	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextReleaseComplete	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextReleaseComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeContextReleaseRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeContextReleaseRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeContextReleaseRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeContextReleaseRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeContextReleaseRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeContextReleaseRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeContextReleaseRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeContextReleaseRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeRadioCapabilityCheckRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeRadioCapabilityCheckRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeRadioCapabilityCheckRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeRadioCapabilityCheckRequest	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityCheckRequest	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeRadioCapabilityCheckRequest	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeRadioCapabilityCheckRequest	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeRadioCapabilityCheckRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityCheckRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeRadioCapabilityCheckResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeRadioCapabilityCheckResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeRadioCapabilityCheckResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeRadioCapabilityCheckResponse	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityCheckResponse	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeRadioCapabilityCheckResponse	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeRadioCapabilityCheckResponse	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeRadioCapabilityCheckResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityCheckResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUeRadioCapabilityInfoIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUeRadioCapabilityInfoIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUeRadioCapabilityInfoIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUeRadioCapabilityInfoIndication	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityInfoIndication	Guami	amf_region_id	2	Payload	int64		
CuCpNgUeRadioCapabilityInfoIndication	Guami	amf_set_id	3	Payload	int64		
CuCpNgUeRadioCapabilityInfoIndication	Guami	amf_pointer	4	Payload	int64		
CuCpNgUeRadioCapabilityInfoIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUeRadioCapabilityInfoIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUplinkNasTransport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUplinkNasTransport	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUplinkNasTransport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUplinkNasTransport	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUplinkNasTransport	Guami	amf_region_id	2	Payload	int64		
CuCpNgUplinkNasTransport	Guami	amf_set_id	3	Payload	int64		
CuCpNgUplinkNasTransport	Guami	amf_pointer	4	Payload	int64		
CuCpNgUplinkNasTransport	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUplinkNasTransport	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUplinkRanConfigurationTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUplinkRanConfigurationTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUplinkRanConfigurationTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUplinkRanStatusTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUplinkRanStatusTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUplinkRanStatusTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUplinkRanStatusTransfer	Guami	plmn_identity	1	Payload	bytes		
CuCpNgUplinkRanStatusTransfer	Guami	amf_region_id	2	Payload	int64		
CuCpNgUplinkRanStatusTransfer	Guami	amf_set_id	3	Payload	int64		
CuCpNgUplinkRanStatusTransfer	Guami	amf_pointer	4	Payload	int64		
CuCpNgUplinkRanStatusTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpNgUplinkRanStatusTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpNgUplinkUeAssociatedNrppaTransport	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpNgUplinkUeAssociatedNrppaTransport	Asn1Message	msg_content	2	Payload	bytes		
CuCpNgUplinkUeAssociatedNrppaTransport	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpNgUplinkUeAssociatedNrppaTransport	Guami	plmn_identity	1	Payload	bytes		
